_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
398154,4156114,2017,2018,1940,PRIVATE,20,Scarborough Southwest,1457 KINGSTON RD,3,15,2019-01-17,72,Evaluation needs to be conducted in 2 years,15,4,3,4,3,4,3,,3,,,4,4,5,4,3,3,,3,4,,E2034,43.68800974,-79.27011272,323322.706,4838482.675
400639,4156114,2017,2017,1940,PRIVATE,20,Scarborough Southwest,1457 KINGSTON RD,3,15,2017-11-14,51,Evaluation needs to be conducted in 1 year,16,2,2,2,2,2,2,,3,,,2,3,4,2,3,3,,3,3,3,E2034,43.68800974,-79.27011272,323322.706,4838482.675
394388,4156035,2017,2020,1940,PRIVATE,20,Scarborough Southwest,1463 KINGSTON RD,3,14,2020-12-01,55,Evaluation needs to be conducted in 1 year,15,3,3,2,2,2,3,,3,,,2,2,4,3,3,3,,3,3,,E2034,43.6879611,-79.26976689,323354.611,4838512.321
398155,4156035,2017,2018,1940,PRIVATE,20,Scarborough Southwest,1463 KINGSTON RD,3,14,2019-01-17,72,Evaluation needs to be conducted in 2 years,15,4,4,4,3,3,4,,3,,,3,3,5,4,3,3,,4,4,,E2034,43.6879611,-79.26976689,323354.611,4838512.321
400628,4156035,2017,2017,1940,PRIVATE,20,Scarborough Southwest,1463 KINGSTON RD,3,14,2017-11-14,54,Evaluation needs to be conducted in 1 year,16,2,2,2,2,3,2,,3,,,2,3,4,3,3,3,,3,3,3,E2034,43.6879611,-79.26976689,323354.611,4838512.321
393857,4156237,2017,2021,1940,PRIVATE,20,Scarborough Southwest,1469 KINGSTON RD,3,15,2021-04-14,72,Evaluation needs to be conducted in 2 years,15,3,4,3,4,3,4,,3,,,3,4,4,4,4,4,,3,4,,E2034,43.6882191,-79.26980053,323367.67,4838524.609
398156,4156237,2017,2018,1940,PRIVATE,20,Scarborough Southwest,1469 KINGSTON RD,3,15,2019-01-17,64,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,3,,,3,4,4,3,3,3,,3,4,,E2034,43.6882191,-79.26980053,323367.67,4838524.609
400629,4156237,2017,2017,1940,PRIVATE,20,Scarborough Southwest,1469 KINGSTON RD,3,15,2017-11-14,55,Evaluation needs to be conducted in 1 year,15,3,2,2,2,2,2,,3,,,3,3,4,3,3,4,,3,2,,E2034,43.6882191,-79.26980053,323367.67,4838524.609
393858,4156236,2017,2021,1940,PRIVATE,20,Scarborough Southwest,1475 KINGSTON RD,3,14,2021-04-14,75,Evaluation needs to be conducted in 2 years,15,3,4,3,3,,4,,4,,,4,4,3,4,4,4,,4,4,4,E2034,43.68817271,-79.26943585,323380.727,4838536.898
398157,4156236,2017,2018,1940,PRIVATE,20,Scarborough Southwest,1475 KINGSTON RD,3,14,2019-01-17,64,Evaluation needs to be conducted in 1 year,15,4,3,3,3,3,3,,3,,,3,3,4,4,3,2,,3,4,,E2034,43.68817271,-79.26943585,323380.727,4838536.898
400630,4156236,2017,2017,1940,PRIVATE,20,Scarborough Southwest,1475 KINGSTON RD,3,14,2017-11-14,54,Evaluation needs to be conducted in 1 year,16,2,2,2,2,3,2,,3,,,2,3,4,3,3,3,,3,3,3,E2034,43.68817271,-79.26943585,323380.727,4838536.898
394389,4156385,2017,2020,1940,PRIVATE,20,Scarborough Southwest,1481 KINGSTON RD,3,15,2020-12-01,53,Evaluation needs to be conducted in 1 year,15,3,3,2,2,2,3,,3,,,2,2,5,3,2,2,,3,3,,E2034,43.68842392,-79.26950096,323393.784,4838549.187
398158,4156385,2017,2018,1940,PRIVATE,20,Scarborough Southwest,1481 KINGSTON RD,3,15,2019-01-17,69,Evaluation needs to be conducted in 2 years,15,3,4,4,3,4,3,,3,,,3,4,5,3,3,3,,3,4,,E2034,43.68842392,-79.26950096,323393.784,4838549.187
400631,4156385,2017,2017,1940,PRIVATE,20,Scarborough Southwest,1481 KINGSTON RD,3,15,2017-11-14,55,Evaluation needs to be conducted in 1 year,16,2,2,2,2,3,3,,3,,,3,3,4,3,3,3,,3,2,3,E2034,43.68842392,-79.26950096,323393.784,4838549.187
394390,4155804,2017,2020,1950,PRIVATE,20,Scarborough Southwest,1625 KINGSTON RD,3,11,2020-12-01,61,Evaluation needs to be conducted in 1 year,16,3,3,3,3,2,3,,3,,3,3,3,5,3,3,3,,3,3,,E2034,43.69086452,-79.26547759,323718.011,4838812.556
398091,4155804,2017,2018,1950,PRIVATE,20,Scarborough Southwest,1625 KINGSTON RD,3,11,2019-01-22,70,Evaluation needs to be conducted in 2 years,16,4,4,2,3,2,3,,4,,3,2,4,5,4,4,4,,4,4,,E2034,43.69086452,-79.26547759,323718.011,4838812.556
399313,4155804,2017,2017,1950,PRIVATE,20,Scarborough Southwest,1625 KINGSTON RD,3,11,2017-12-21,57,Evaluation needs to be conducted in 1 year,14,3,3,2,2,,3,,3,,,2,3,3,3,3,4,,3,3,,E2034,43.69086452,-79.26547759,323718.011,4838812.556
394391,4155805,2017,2020,1950,PRIVATE,20,Scarborough Southwest,1633 KINGSTON RD,3,10,2020-12-01,64,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,3,,4,,3,3,3,5,3,3,4,,3,,,E2034,43.69086452,-79.26547759,323718.011,4838812.556
398092,4155805,2017,2018,1950,PRIVATE,20,Scarborough Southwest,1633 KINGSTON RD,3,10,2019-01-22,71,Evaluation needs to be conducted in 2 years,16,4,4,2,2,3,3,,4,,4,2,4,5,4,4,4,,4,4,,E2034,43.69086452,-79.26547759,323718.011,4838812.556
399314,4155805,2017,2017,1950,PRIVATE,20,Scarborough Southwest,1633 KINGSTON RD,3,10,2017-12-21,57,Evaluation needs to be conducted in 1 year,14,3,3,2,2,,3,,3,,,2,3,3,3,3,4,,3,3,,E2034,43.69086452,-79.26547759,323718.011,4838812.556
394392,4155806,2017,2020,1950,PRIVATE,20,Scarborough Southwest,1641 KINGSTON RD,3,11,2020-12-01,63,Evaluation needs to be conducted in 1 year,16,3,3,3,3,2,3,,3,,3,3,3,5,3,3,4,,3,3,,E2034,43.69086452,-79.26547759,323718.011,4838812.556
398093,4155806,2017,2018,1950,PRIVATE,20,Scarborough Southwest,1641 KINGSTON RD,3,11,2019-01-22,65,Evaluation needs to be conducted in 1 year,16,3,4,2,2,2,3,,4,,3,2,4,4,3,4,4,,4,4,,E2034,43.69086452,-79.26547759,323718.011,4838812.556
399315,4155806,2017,2017,1950,PRIVATE,20,Scarborough Southwest,1641 KINGSTON RD,3,11,2017-12-21,57,Evaluation needs to be conducted in 1 year,14,3,3,2,2,,3,,3,,,2,3,3,3,3,4,,3,3,,E2034,43.69086452,-79.26547759,323718.011,4838812.556
393702,4152777,2017,2021,1979,TCHC,20,Scarborough Southwest,17 BRIMLEY RD,11,330,2021-04-21,88,Evaluation needs to be conducted in 3 years,19,5,4,5,4,4,5,4,4,5,,5,5,5,4,4,5,4,4,4,4,E2026,43.72046817,-79.23910566,325805.629,4842089.426
399162,4152777,2017,2017,1979,TCHC,20,Scarborough Southwest,17 BRIMLEY RD,11,330,2018-01-03,69,Evaluation needs to be conducted in 2 years,19,4,3,3,3,4,4,3,3,5,,3,4,5,3,3,3,3,3,3,4,E2026,43.72046817,-79.23910566,325805.629,4842089.426
396237,4152569,2017,2019,1960,PRIVATE,20,Scarborough Southwest,1711 KINGSTON RD,3,18,2019-11-19,72,Evaluation needs to be conducted in 2 years,15,3,3,4,3,3,3,,4,,,2,3,5,4,4,4,,5,4,,E2034,43.6922339,-79.26301938,323887.837,4838946.94
400632,4152569,2017,2017,1960,PRIVATE,20,Scarborough Southwest,1711 KINGSTON RD,3,18,2017-11-14,68,Evaluation needs to be conducted in 2 years,16,3,3,4,2,3,4,,4,,3,3,3,5,4,3,3,,4,3,,E2034,43.6922339,-79.26301938,323887.837,4838946.94
396209,4152592,2018,2019,1962,PRIVATE,20,Scarborough Southwest,186 DANFORTH RD,4,15,2019-11-19,83,Evaluation needs to be conducted in 2 years,16,5,3,3,5,5,3,,5,,,3,5,5,4,5,3,4,4,4,,E2029,43.6993092,-79.27375284,323020.454,4839730.543
399777,4152592,2018,2017,1962,PRIVATE,20,Scarborough Southwest,186 DANFORTH RD,4,15,2017-12-07,70,Evaluation needs to be conducted in 2 years,16,4,3,3,4,3,3,,4,,,3,3,5,4,3,3,4,4,3,,E2029,43.6993092,-79.27375284,323020.454,4839730.543
396192,4152618,2017,2019,1956,PRIVATE,20,Scarborough Southwest,19 ENGELHART CRES,3,11,2019-11-20,76,Evaluation needs to be conducted in 2 years,16,4,3,4,3,3,3,,4,,4,4,4,5,4,4,4,,4,4,,E2021,43.72218308,-79.29956464,320933.879,4842266.448
400292,4152618,2017,2017,1956,PRIVATE,20,Scarborough Southwest,19 ENGELHART CRES,3,11,2017-11-22,68,Evaluation needs to be conducted in 2 years,16,3,3,4,3,3,2,,3,,3,3,3,5,4,4,4,,4,3,,E2021,43.72218308,-79.29956464,320933.879,4842266.448
396245,4152578,2017,2019,1964,PRIVATE,20,Scarborough Southwest,2 NORTH DR,4,65,2019-11-19,82,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,,4,4,4,4,5,5,3,4,4,4,4,4,,E2033,43.68610014,-79.28213312,322348.881,4838261.291
400543,4152578,2017,2017,1964,PRIVATE,20,Scarborough Southwest,2 NORTH DR,4,65,2017-11-15,72,Evaluation needs to be conducted in 2 years,18,3,3,4,3,4,3,,3,4,4,4,3,5,4,3,4,4,3,4,,E2033,43.68610014,-79.28213312,322348.881,4838261.291
396194,4156455,2017,2019,1969,TCHC,20,Scarborough Southwest,20 EPPLEWORTH RD,3,36,2019-11-20,74,Evaluation needs to be conducted in 2 years,17,3,3,2,4,4,4,,3,,,4,5,4,4,3,3,5,4,3,5,E2023,43.72676085,-79.26357509,323859.729,4842772.896
397976,4156455,2017,2018,1969,TCHC,20,Scarborough Southwest,20 EPPLEWORTH RD,3,36,2019-01-30,63,Evaluation needs to be conducted in 1 year,16,3,3,4,2,3,4,,3,,,3,3,3,3,3,3,3,4,3,,E2023,43.72676085,-79.26357509,323859.729,4842772.896
399064,4156455,2017,2017,1969,TCHC,20,Scarborough Southwest,20 EPPLEWORTH RD,3,36,2018-01-08,50,Building Audit,16,1,3,3,2,3,2,,2,,,2,2,3,3,3,3,3,2,3,,E2023,43.72676085,-79.26357509,323859.729,4842772.896
394611,4152585,2017,2020,1960,PRIVATE,20,Scarborough Southwest,20 PELL ST,3,11,2020-11-19,68,Evaluation needs to be conducted in 2 years,15,3,3,4,3,3,3,,5,,,3,4,5,3,3,2,,4,3,,E2035,43.70777445,-79.24871375,325033.789,4840699.303
397715,4152585,2017,2018,1960,PRIVATE,20,Scarborough Southwest,20 PELL ST,3,11,2019-02-12,74,Evaluation needs to be conducted in 2 years,14,3,4,4,3,,3,,4,,,3,3,5,4,4,4,,4,4,,E2035,43.70777445,-79.24871375,325033.789,4840699.303
400305,4152585,2017,2017,1960,PRIVATE,20,Scarborough Southwest,20 PELL ST,3,11,2017-11-22,53,Evaluation needs to be conducted in 1 year,16,2,2,4,2,2,3,,3,,2,1,3,4,3,2,3,,3,3,,E2035,43.70777445,-79.24871375,325033.789,4840699.303
394618,4152597,2017,2020,1970,PRIVATE,20,Scarborough Southwest,20 TEESDALE PL,24,284,2020-11-19,82,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,5,3,4,4,4,4,4,5,4,4,5,3,4,4,,E2028,43.69597262,-79.28748407,321914.674,4839356.947
397492,4152597,2017,2018,1970,PRIVATE,20,Scarborough Southwest,20 TEESDALE PL,24,284,2019-02-28,78,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,3,,E2028,43.69597262,-79.28748407,321914.674,4839356.947
401081,4152597,2017,2017,1970,PRIVATE,20,Scarborough Southwest,20 TEESDALE PL,24,284,2017-11-02,62,Evaluation needs to be conducted in 1 year,20,3,3,4,2,2,3,3,3,3,3,3,3,5,3,4,3,4,2,3,3,E2028,43.69597262,-79.28748407,321914.674,4839356.947
394612,4156249,2017,2020,1960,PRIVATE,20,Scarborough Southwest,22 PELL ST,3,10,2020-11-19,69,Evaluation needs to be conducted in 2 years,15,3,3,4,3,3,3,,4,,,3,4,5,3,3,3,,4,4,,E2035,43.70797805,-79.24878087,325050.664,4840714.735
397716,4156249,2017,2018,1960,PRIVATE,20,Scarborough Southwest,22 PELL ST,3,10,2019-02-12,74,Evaluation needs to be conducted in 2 years,16,4,4,4,2,3,4,,4,,3,3,3,5,4,4,4,,4,4,,E2035,43.70797805,-79.24878087,325050.664,4840714.735
400306,4156249,2017,2017,1960,PRIVATE,20,Scarborough Southwest,22 PELL ST,3,10,2017-11-22,51,Evaluation needs to be conducted in 1 year,16,2,2,4,2,2,3,,3,,1,1,3,4,3,3,2,,3,3,,E2035,43.70797805,-79.24878087,325050.664,4840714.735
396182,4152678,2017,2019,1971,PRIVATE,20,Scarborough Southwest,2223 EGLINTON AVE E,6,75,2019-11-20,78,Evaluation needs to be conducted in 2 years,18,4,4,5,3,3,4,3,4,4,,4,5,5,3,4,3,4,4,4,,E2023,43.72963106,-79.2767124,322772.838,4843098.516
401366,4152678,2017,2017,1971,PRIVATE,20,Scarborough Southwest,2223 EGLINTON AVE E,6,75,2017-10-26,68,Evaluation needs to be conducted in 2 years,18,4,3,4,3,4,2,4,3,3,,3,3,5,2,3,5,3,2,5,,E2023,43.72963106,-79.2767124,322772.838,4843098.516
394868,4152679,2017,2020,1971,PRIVATE,20,Scarborough Southwest,2225 EGLINTON AVE E,6,94,2020-11-10,81,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,4,3,4,,4,4,5,4,5,4,4,5,4,4,E2023,43.72968643,-79.27623231,322811.499,4843104.772
398505,4152679,2017,2018,1971,PRIVATE,20,Scarborough Southwest,2225 EGLINTON AVE E,6,94,2018-12-28,81,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,4,,4,4,5,4,4,4,4,3,5,,E2023,43.72968643,-79.27623231,322811.499,4843104.772
400063,4152679,2017,2017,1971,PRIVATE,20,Scarborough Southwest,2225 EGLINTON AVE E,6,94,2017-11-28,54,Evaluation needs to be conducted in 1 year,17,3,2,2,3,3,3,,2,2,,2,3,5,3,3,3,3,2,2,,E2023,43.72968643,-79.27623231,322811.499,4843104.772
394869,4152680,2017,2020,1958,PRIVATE,20,Scarborough Southwest,2231 EGLINTON AVE E,6,110,2020-11-10,79,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,,4,4,,4,3,4,4,4,4,4,4,4,,E2023,43.72975236,-79.27542412,322876.591,4843112.275
398373,4152680,2017,2018,1958,PRIVATE,20,Scarborough Southwest,2231 EGLINTON AVE E,6,110,2019-01-07,80,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,,4,4,,4,4,5,4,4,4,4,3,4,,E2023,43.72975236,-79.27542412,322876.591,4843112.275
400941,4152680,2017,2017,1958,PRIVATE,20,Scarborough Southwest,2231 EGLINTON AVE E,6,110,2017-11-07,53,Evaluation needs to be conducted in 1 year,17,2,2,2,3,3,3,,2,2,,2,3,5,3,3,3,3,2,2,,E2023,43.72975236,-79.27542412,322876.591,4843112.275
394870,4152681,2017,2020,1958,PRIVATE,20,Scarborough Southwest,2233 EGLINTON AVE E,6,110,2020-11-10,81,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,,4,4,,4,4,5,4,4,4,4,4,4,,E2023,43.72984874,-79.2749872,322911.762,4843123.078
398506,4152681,2017,2018,1958,PRIVATE,20,Scarborough Southwest,2233 EGLINTON AVE E,6,110,2018-12-28,80,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,,4,4,,4,4,5,4,4,4,4,3,4,,E2023,43.72984874,-79.2749872,322911.762,4843123.078
400942,4152681,2017,2017,1958,PRIVATE,20,Scarborough Southwest,2233 EGLINTON AVE E,6,110,2017-11-07,56,Evaluation needs to be conducted in 1 year,17,2,2,4,3,3,3,,2,3,,2,3,5,3,3,3,3,2,2,,E2023,43.72984874,-79.2749872,322911.762,4843123.078
393902,4152682,2017,2021,1960,PRIVATE,20,Scarborough Southwest,2239 EGLINTON AVE E,7,107,2021-04-12,96,Evaluation needs to be conducted in 3 years,19,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,,E2023,43.73009683,-79.27460418,322942.546,4843150.725
400064,4152682,2017,2017,1960,PRIVATE,20,Scarborough Southwest,2239 EGLINTON AVE E,7,107,2017-11-28,77,Evaluation needs to be conducted in 2 years,18,5,4,3,4,4,4,3,4,3,,4,4,5,3,4,4,4,3,4,,E2023,43.73009683,-79.27460418,322942.546,4843150.725
396183,4152683,2017,2019,1968,PRIVATE,20,Scarborough Southwest,2243 EGLINTON AVE E,6,91,2019-11-20,84,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,4,,4,5,4,4,5,5,4,5,4,3,4,5,,E2023,43.73015048,-79.27399991,322991.213,4843156.818
400065,4152683,2017,2017,1968,PRIVATE,20,Scarborough Southwest,2243 EGLINTON AVE E,6,91,2017-11-28,71,Evaluation needs to be conducted in 2 years,18,3,4,3,3,3,3,,4,5,3,3,3,5,4,4,3,2,4,5,,E2023,43.73015048,-79.27399991,322991.213,4843156.818
396184,4152687,2017,2019,1964,PRIVATE,20,Scarborough Southwest,2283 EGLINTON AVE E,9,101,2019-11-20,90,Evaluation needs to be conducted in 3 years,18,5,4,5,5,4,5,,5,4,4,5,5,5,4,5,4,4,4,4,,E2023,43.73055837,-79.2723813,323121.491,4843202.493
401300,4152687,2017,2017,1964,PRIVATE,20,Scarborough Southwest,2283 EGLINTON AVE E,9,101,2017-10-27,76,Evaluation needs to be conducted in 2 years,18,3,3,4,4,3,3,,4,3,4,4,3,5,4,4,4,4,4,5,,E2023,43.73055837,-79.2723813,323121.491,4843202.493
394871,4152686,2017,2020,1960,PRIVATE,20,Scarborough Southwest,2293 EGLINTON AVE E,7,118,2020-11-10,79,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,3,4,,3,4,5,4,4,4,4,4,4,,E2023,43.73061699,-79.27172723,323174.166,4843209.151
398507,4152686,2017,2018,1960,PRIVATE,20,Scarborough Southwest,2293 EGLINTON AVE E,7,118,2018-12-28,81,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,4,,4,4,5,4,4,4,4,4,4,,E2023,43.73061699,-79.27172723,323174.166,4843209.151
400066,4152686,2017,2017,1960,PRIVATE,20,Scarborough Southwest,2293 EGLINTON AVE E,7,118,2017-11-28,59,Evaluation needs to be conducted in 1 year,18,4,3,3,3,2,2,3,2,3,,2,3,4,4,3,3,3,3,3,,E2023,43.73061699,-79.27172723,323174.166,4843209.151
396193,4152619,2017,2019,1956,PRIVATE,20,Scarborough Southwest,23 ENGELHART CRES,3,11,2019-11-20,76,Evaluation needs to be conducted in 2 years,16,4,3,4,3,3,3,,4,,4,4,4,5,4,4,4,,4,4,,E2021,43.7223884,-79.29910272,320971.04,4842289.348
400293,4152619,2017,2017,1956,PRIVATE,20,Scarborough Southwest,23 ENGELHART CRES,3,11,2017-11-22,68,Evaluation needs to be conducted in 2 years,16,3,3,4,3,3,2,,3,,3,3,3,5,4,4,4,,4,3,,E2021,43.7223884,-79.29910272,320971.04,4842289.348
394731,4152579,2017,2020,1971,PRIVATE,20,Scarborough Southwest,23 GLEN EVEREST RD,3,11,2020-11-17,78,Evaluation needs to be conducted in 2 years,16,3,4,4,3,3,4,,4,,4,3,5,5,4,4,4,,4,4,,E2035,43.70001785,-79.2530665,324687.562,4839814.06
397653,4152579,2017,2018,1971,PRIVATE,20,Scarborough Southwest,23 GLEN EVEREST RD,3,11,2019-02-15,66,Evaluation needs to be conducted in 2 years,16,4,3,2,3,3,3,,3,,3,3,4,5,4,4,3,,3,3,,E2035,43.70001785,-79.2530665,324687.562,4839814.06
400643,4152579,2017,2017,1971,PRIVATE,20,Scarborough Southwest,23 GLEN EVEREST RD,3,11,2017-11-14,52,Evaluation needs to be conducted in 1 year,15,3,3,2,2,3,2,,2,,,2,2,3,3,3,3,,3,3,,E2035,43.70001785,-79.2530665,324687.562,4839814.06
396185,4152685,2017,2019,1968,PRIVATE,20,Scarborough Southwest,2303 EGLINTON AVE E,7,169,2019-11-20,85,Evaluation needs to be conducted in 2 years,19,5,4,5,5,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,,E2023,43.73075189,-79.27121417,323215.458,4843224.253
401263,4152685,2017,2017,1968,PRIVATE,20,Scarborough Southwest,2303 EGLINTON AVE E,7,169,2017-10-31,66,Evaluation needs to be conducted in 2 years,18,3,3,4,3,3,4,3,3,2,,4,2,5,2,4,4,4,3,3,,E2023,43.73075189,-79.27121417,323215.458,4843224.253
396186,4152684,2017,2019,1962,PRIVATE,20,Scarborough Southwest,2323 EGLINTON AVE E,7,75,2019-11-20,89,Evaluation needs to be conducted in 3 years,17,4,5,5,4,4,4,,5,4,,3,3,5,5,5,5,5,5,5,,E2023,43.73108949,-79.27051348,323259.124,4843268.708
401367,4152684,2017,2017,1962,PRIVATE,20,Scarborough Southwest,2323 EGLINTON AVE E,7,75,2017-10-26,73,Evaluation needs to be conducted in 2 years,17,3,4,4,3,2,3,,4,3,,3,3,5,5,4,4,5,4,3,,E2023,43.73108949,-79.27051348,323259.124,4843268.708
394613,4156048,2017,2020,1960,PRIVATE,20,Scarborough Southwest,24 PELL ST,3,11,2020-11-19,67,Evaluation needs to be conducted in 2 years,15,3,3,4,3,3,3,,4,,,3,4,5,3,3,2,,4,3,,E2035,43.70810091,-79.24849926,325056.883,4840728.747
397717,4156048,2017,2018,1960,PRIVATE,20,Scarborough Southwest,24 PELL ST,3,11,2019-02-12,74,Evaluation needs to be conducted in 2 years,16,4,4,4,2,2,4,,4,,3,3,4,5,4,4,4,,4,4,,E2035,43.70810091,-79.24849926,325056.883,4840728.747
400307,4156048,2017,2017,1960,PRIVATE,20,Scarborough Southwest,24 PELL ST,3,11,2017-11-22,51,Evaluation needs to be conducted in 1 year,16,2,2,3,2,2,3,,3,,2,2,2,4,2,3,3,,3,3,,E2035,43.70810091,-79.24849926,325056.883,4840728.747
394961,4152558,2017,2020,1920,PRIVATE,20,Scarborough Southwest,2400 QUEEN ST E,4,32,2020-11-05,81,Evaluation needs to be conducted in 2 years,14,4,4,5,4,4,4,,4,,,5,2,5,4,4,4,,4,,,E2033,43.67468565,-79.28014133,322512.757,4836993.597
398259,4152558,2017,2018,1920,PRIVATE,20,Scarborough Southwest,2400 QUEEN ST E,4,32,2019-01-11,81,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,,4,,,4,4,5,4,4,4,,4,4,,E2033,43.67468565,-79.28014133,322512.757,4836993.597
400555,4152558,2017,2017,1920,PRIVATE,20,Scarborough Southwest,2400 QUEEN ST E,4,32,2017-11-15,59,Evaluation needs to be conducted in 1 year,16,3,2,3,3,2,3,,2,,3,3,3,5,4,2,3,,3,3,,E2033,43.67468565,-79.28014133,322512.757,4836993.597
396247,4152557,2017,2019,1932,PRIVATE,20,Scarborough Southwest,2402 QUEEN ST E,4,21,2019-11-19,83,Evaluation needs to be conducted in 2 years,15,3,4,5,5,4,5,,4,,,4,5,5,4,3,3,,5,3,,E2033,43.67456893,-79.27985665,322540.371,4836989.545
400254,4152557,2017,2017,1932,PRIVATE,20,Scarborough Southwest,2402 QUEEN ST E,4,21,2017-11-23,72,Evaluation needs to be conducted in 2 years,17,3,3,4,4,5,3,,4,,3,4,4,5,3,3,4,3,3,3,,E2033,43.67456893,-79.27985665,322540.371,4836989.545
396248,4281384,2017,2019,1937,PRIVATE,20,Scarborough Southwest,2404 QUEEN ST E,4,20,2019-11-19,87,Evaluation needs to be conducted in 3 years,14,4,4,5,5,,5,,4,,,5,5,5,4,3,4,,5,3,,E2033,43.67466055,-79.27971185,322547.395,4836990.9
400255,4281384,2017,2017,1937,PRIVATE,20,Scarborough Southwest,2404 QUEEN ST E,4,20,2017-11-23,69,Evaluation needs to be conducted in 2 years,15,3,3,4,4,,3,,4,,,4,4,5,3,3,3,3,3,3,,E2033,43.67466055,-79.27971185,322547.395,4836990.9
396249,4152556,2017,2019,1937,PRIVATE,20,Scarborough Southwest,2406 QUEEN ST E,4,13,2019-11-19,81,Evaluation needs to be conducted in 2 years,15,4,3,5,4,,5,,4,,,5,5,5,4,3,3,3,5,3,,E2033,43.67477481,-79.27960211,322556.21,4837003.617
400492,4152556,2017,2017,1937,PRIVATE,20,Scarborough Southwest,2406 QUEEN ST E,4,13,2017-11-16,73,Evaluation needs to be conducted in 2 years,15,3,4,4,4,,3,,4,,,4,4,5,3,3,4,4,3,3,,E2033,43.67477481,-79.27960211,322556.21,4837003.617
395044,4152555,2017,2020,1957,PRIVATE,20,Scarborough Southwest,2412 QUEEN ST E,3,17,2020-11-04,76,Evaluation needs to be conducted in 2 years,17,3,3,4,3,4,3,,5,,4,3,3,5,4,4,4,5,4,4,,E2033,43.67487167,-79.2794749,322566.439,4837014.405
398274,4152555,2017,2018,1957,PRIVATE,20,Scarborough Southwest,2412 QUEEN ST E,3,17,2019-01-11,79,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,,4,,3,4,4,5,4,4,4,4,4,3,,E2033,43.67487167,-79.2794749,322566.439,4837014.405
399526,4152555,2017,2017,1957,PRIVATE,20,Scarborough Southwest,2412 QUEEN ST E,3,17,2017-12-15,65,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,2,,4,,,3,2,5,4,3,4,4,3,3,,E2033,43.67487167,-79.2794749,322566.439,4837014.405
395043,4152554,2017,2020,1950,PRIVATE,20,Scarborough Southwest,2422 QUEEN ST E,4,24,2020-11-04,73,Evaluation needs to be conducted in 2 years,14,3,3,4,3,4,3,,4,,,3,3,5,4,4,4,,4,,,E2033,43.6749405,-79.27920273,322588.365,4837022.11
398242,4152554,2017,2018,1950,PRIVATE,20,Scarborough Southwest,2422 QUEEN ST E,4,24,2019-01-14,81,Evaluation needs to be conducted in 2 years,14,4,4,4,4,4,4,,4,,,4,4,5,4,4,4,,4,,,E2033,43.6749405,-79.27920273,322588.365,4837022.11
400493,4152554,2017,2017,1950,PRIVATE,20,Scarborough Southwest,2422 QUEEN ST E,4,24,2017-11-16,60,Evaluation needs to be conducted in 1 year,15,3,2,3,3,3,3,,3,,,3,4,3,3,3,2,,4,3,,E2033,43.6749405,-79.27920273,322588.365,4837022.11
396240,4152560,2017,2019,1970,PRIVATE,20,Scarborough Southwest,2440 QUEEN ST E,6,24,2019-11-19,83,Evaluation needs to be conducted in 2 years,19,5,4,5,5,5,5,4,4,5,5,4,5,5,2,3,4,1,5,3,,E2033,43.67517424,-79.27850941,322644.203,4837048.226
